mt20Id,url,title,genre_hint,genre_norm,is_musical,공연기간,공연장소,공연시간,관람연령,티켓가격,출연진,창작자,제작진,주최·주관,기획·제작,최종수정
PF121678,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121678,어린이 넌센스,뮤지컬,뮤지컬,True,2014.10.17(금) ~ 2015.01.04(일),한양레퍼토리씨어터,목요일(11:00) / 토요일(11:00) / 일요일(13:00),만 3세 이상,"어린이 20,000원 / 성인 5,000원","민시양, 이하린, 윤사봉, 이혜진, 신시온, 인보람, 손의완, 윤안나, 송주하 등",,"김수경, 민시양",해당정보 없음,넌센스컴퍼니(제작),2015.07.06
PF121679,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121679,라푼젤,뮤지컬,뮤지컬,True,2014.12.31(수) ~ 2015.03.28(토),소리아트홀 (폐관) 2관,"수요일 ~ 금요일(16:00) / 토요일 ~ 일요일(14:30,16:00)",24개월 이상,"전석 20,000원",해당정보 없음,,해당정보 없음,해당정보 없음,(주) 소리아트홀(제작),2020.06.09
PF121680,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121680,허풍선이 과학쇼 [경기],뮤지컬,뮤지컬,True,2015.01.09(금) ~ 2015.02.01(일),성남아트센터 앙상블씨어터,"화요일 ~ 일요일(14:00) / 목요일 ~ 토요일(11:00,16:00) / 토요일 ~ 일요일(16:00)",만 5세 이상,"전석 40,000원","이준녕, 정가열, 백우궁, 김형준, 권준이, 김서현, 오희선",,"박수경, 지한솔, 이상곤 등",해당정보 없음,(주)그래피직스(제작),2020.06.09
PF121681,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121681,"어린이 캣츠 [소리아트홀 1관, 2관]",뮤지컬,뮤지컬,True,2014.12.30(화) ~ 2016.06.12(일),소리아트홀 (폐관) 2관,"수요일 ~ 금요일(14:00) / 토요일 ~ 일요일(11:00,13:00)",24개월 이상,"전석 20,000원",해당정보 없음,,해당정보 없음,해당정보 없음,(주) 소리아트홀(제작),2020.06.09
PF121687,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121687,킹키부츠,뮤지컬,뮤지컬,True,2015.01.20(화) ~ 2015.02.08(일),충무아트센터 대극장,"화요일 ~ 금요일(20:00) / 토요일(15:00,19:30) / 일요일(14:00,18:30)",만 7세 이상,"VIP석 140,000원 / R석 110,000원 / S석 80,000원 / A석 50,000원","김무열, 지현우, 윤소호, 오만석, 강홍석, 정선아, 최유하 등",,"양주인, 하동연, 이현정 등",해당정보 없음,(주)CJ ENM(제작),2022.10.13
PF121693,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121693,주홍글씨,뮤지컬,뮤지컬,True,2015.01.17(토) ~ 2015.01.25(일),예스24아트원(구.대학로아트원씨어터) 1관,"월요일 ~ 금요일(20:00) / 토요일(15:00,19:00) / 일요일(16:00)",만 15세 이상,"S석 25,000원","오진영, 박인배, 박은석, 오찬우, 김선표, 김보현, 신혜지 등",,"서재형, 한아름, 박정아 등",해당정보 없음,극단 죽도록달린다(제작),2020.06.09
PF121695,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121695,어린왕자,뮤지컬,뮤지컬,True,2015.01.25(일) ~ 2015.04.25(토),동서울아트홀,"화요일 ~ 금요일(11:00,14:00) / 토요일 ~ 일요일(14:00,16:30)",만 3세 이상,"전석 25,000원","단서현, 신동은, 양윤서, 성한경, 유혜련, 정주희, 서현 등",,"이진혁, 최재호, 최종찬 등",해당정보 없음,창작집단 악파(제작),2020.06.09
PF121697,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121697,검은그림자의 비밀 [부산],뮤지컬,뮤지컬,True,2015.01.10(토) ~ 2015.01.11(일),부산시민회관 대극장,"토요일(11:00,14:00,16:30) / 일요일(11:00,14:00)",24개월 이상,"R석 55,000원 / S석 44,000원",해당정보 없음,,해당정보 없음,해당정보 없음,(주) 화랑엔터테인먼트(극단 화랑)(제작),2020.06.09
PF121714,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121714,"곤, 더 버스커",뮤지컬,뮤지컬,True,2015.02.20(금) ~ 2015.03.22(일),두산아트센터 연강홀,"화요일 ~ 금요일(20:00) / 토요일 ~ 일요일(15:00) / * 3.14(토) 3시, 7시 / * 3.21(토) 3시, 7시",만 7세 이상,"R석 66,000원 / S석 44,000원","김신의, 허규, 김보강, 김효정, 정운, 윤성원, 최욱로 등",,"박용전, 최인숙, 김장연 등",해당정보 없음,오픈런뮤지컬컴퍼니(제작),2020.08.24
PF121718,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121718,시카고 [대구],뮤지컬,뮤지컬,True,2014.12.20(토) ~ 2014.12.28(일),대구오페라하우스,"화요일 ~ 금요일(19:30) / 토요일(15:00,19:30) / 일요일(14:00,18:30)",만 13세 이상,"S석 80,000원 / A석 60,000원 / B석 40,000원","최정원, 아이비, 이종혁, 전수경, 성기윤, 김경선, 류창우 등",,김태훈,해당정보 없음,(주)신시컴퍼니(제작),2020.06.09
PF121719,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121719,점프 [신도림],뮤지컬,뮤지컬,True,2014.11.08(토) ~ 2015.01.04(일),프라임아트홀,"화요일 ~ 목요일(20:00) / 금요일(16:00,20:00) / 토요일(15:00,19:00) / 일요일(15:00)",36개월 이상,"VIP석 60,000원 / R석 50,000원 / S석 40,000원",임승준 등,,해당정보 없음,해당정보 없음,(주) 예감(제작),2020.06.05
PF121722,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121722,찍힌놈들,뮤지컬,뮤지컬,True,2014.12.10(수) ~ 2014.12.31(수),세우아트센터 1관,"화요일 ~ 금요일(20:00) / 토요일(15:00,19:00) / 일요일(16:00)",만 13세 이상,"성인 40,000원 / 학생 20,000원","서병철, 정성윤, 홍정호, 이대희, 김운현, 김정규, 이경민",,"오승욱, 김재권, 조선학 등",해당정보 없음,이음아트컴퍼니(제작),2020.06.08
PF121726,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121726,마더구스 싱어롱 콘서트,뮤지컬,뮤지컬,True,2015.01.11(일) ~ 2015.01.30(금),라트어린이극장,일요일(16:00) / 금요일(16:00),24개월 이상,"전석 30,000원","폴 매튜스, 캐리 딕비, 소피 마틴",,폴 매튜스,해당정보 없음,(주)튼튼영어(제작),2020.06.09
PF121727,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121727,우연히 행복해지다 [하모니아트홀],뮤지컬,뮤지컬,True,2014.09.04(목) ~ 2015.06.14(일),"정극장 (구. M시어터, 구.하모니아트홀)","화요일 ~ 목요일(19:33) / 금요일(15:03,19:33) / 토요일(14:03,17:33,20:03) / 일요일(15:03,17:33)",만 8세 이상,"전석 40,000원","김정호, 김여중, 고유미, 공은주, 엄선영, 정영아, 강성수 등",,"함유진, 정찬우, 김태훈 등",해당정보 없음,비에스뮤직컴퍼니(제작),2020.06.04
PF121728,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121728,담배가게 아가씨,뮤지컬,뮤지컬,True,2014.11.21(금) ~ 2014.12.31(수),성수아트홀(성수문화복지회관),"화요일 ~ 금요일(20:00) / 토요일(15:00,19:00) / 일요일(15:00)",만 7세 이상,"VIP석 55,000원 / R석 44,000원 / S석 33,000원","이재현, 박형준, 양승호, 유성열, 최동호, 김한나, 박인영 등",,해당정보 없음,해당정보 없음,극단 담씨(제작),2020.06.05
PF121729,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121729,아기돼지 삼형제의 대소동!,뮤지컬,뮤지컬,True,2014.10.01(수) ~ 2014.12.31(수),씨어터조이 (구. 마당세실극장),"토요일 ~ 일요일(11:00,13:00)",24개월 이상,"전석 25,000원",해당정보 없음,,해당정보 없음,해당정보 없음,(주)팀플레이예술기획(제작),2020.06.04
PF121745,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121745,스노우쇼 [서울],뮤지컬,뮤지컬,True,2015.05.14(목) ~ 2015.05.30(토),구. LG아트센터,"월요일(20:00) / 수요일 ~ 금요일(20:00) / 토요일 ~ 일요일(14:30,19:00) / * 5.18(월) 8pm, 5.25(월) 5pm",만 6세 이상,"R석 80,000원 / S석 60,000원 / A석 40,000원",해당정보 없음,,해당정보 없음,LG아트센터(주최),해당정보 없음,2020.08.21
PF121750,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121750,꼬마돼지 삼형제 [소리아트홀 2관],뮤지컬,뮤지컬,True,2015.02.04(수) ~ 2015.05.10(일),소리아트홀 (폐관) 2관,"수요일 ~ 금요일(14:00) / 토요일 ~ 일요일(11:00,12:30)",24개월 이상,"전석 20,000원","오수민, 김미경, 이선희, 김혜진, 이효숙, 주수경, 유혜정 등",,해당정보 없음,해당정보 없음,(주) 소리아트홀(제작) / 극단 해미소(제작),2020.06.09
PF121756,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121756,블램!,뮤지컬,뮤지컬,True,2015.06.11(목) ~ 2015.06.14(일),구. LG아트센터,"목요일 ~ 금요일(20:00) / 토요일 ~ 일요일(15:00,19:00)",만 7세 이상,"R석 70,000원 / S석 50,000원 / A석 30,000원",해당정보 없음,,"크리스티안 잉기마르손, 사이먼 보버그 등",LG아트센터(주최),해당정보 없음,2020.08.24
PF121790,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121790,그날들 [인천],뮤지컬,뮤지컬,True,2015.02.07(토) ~ 2015.02.08(일),인천문화예술회관 대공연장,"토요일(15:00,19:00) / 일요일(14:00,18:00)",만 7세 이상,"VIP석 110,000원 / R석 99,000원 / S석 88,000원","유준상, 이건명, 최재웅, 김승대, 신다은, 서현철, 이정열 등",,"장상용, 손상원, 장유정 등",해당정보 없음,(주)하늘이엔티(제작),2020.06.09
PF121828,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121828,현정아 사랑해,뮤지컬,뮤지컬,True,2014.10.24(금) ~ 2014.12.31(수),나온씨어터,"화요일 ~ 금요일(20:00) / 토요일(15:00,18:00) / 일요일(16:00)",전체 관람가,"전석 30,000원","이보라, 황려진, 권태진, 김광만",,해당정보 없음,해당정보 없음,극단 신명나게(제작),2020.06.05
PF121829,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121829,화랑,뮤지컬,뮤지컬,True,2013.09.05(목) ~ 2015.01.31(토),JTN 아트홀(구. 대학로예술마당) 3관,"화요일 ~ 금요일(20:00) / 수요일(15:00) / 토요일(15:00,19:00) / 일요일(14:00,18:00)",만 7세 이상,"균일석 40,000원","이재현, 이사야, 김현구, 김수민, 이종찬, 이종민, 유현석, 이영욱, 신윤철, 승빈, 임두환, 한종두",,"최무열, 이오진, 차경찬, 성천모, 서병구 등",해당정보 없음,엠제이(MJ)컴퍼니(제작),2015.07.06
PF121831,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121831,셜록홈즈: 앤더슨가의 비밀,뮤지컬,뮤지컬,True,2014.11.13(목) ~ 2015.02.08(일),두산아트센터 연강홀,"화요일 ~ 금요일(20:00) / 토요일(15:00,19:00) / 일요일(14:00,18:00) / * 1.4(일) 3시",만 10세 이상,"R석 77,000원 / S석 44,000원","송용진, 김도현, 안재모, 김은정, 박혜나, 이주광, 조남희 등",,노우성,(주)R&Dworks(알앤디웍스)(주최),해당정보 없음,2020.08.24
PF121832,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121832,"두산아트랩, 미제리꼬르디아",뮤지컬,뮤지컬,True,2015.01.29(목) ~ 2015.01.31(토),두산아트센터 Space111,목요일 ~ 금요일(20:00) / 토요일(16:00),만 13세 이상,전석무료,"홍윤희, 한성식, 박호산, 박선주, 허규, 이봉련, 이창훈 등",,"김동화, 조선형, 김지선 등",두산아트센터((재)두산연강재단)(주최),해당정보 없음,2020.08.24
PF121840,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121840,사춤 [인사동],뮤지컬,뮤지컬,True,2014.06.01(일) ~ 2015.03.22(일),구 사춤전용관(낙원상가) (폐관),목요일(20:00),만 7세 이상,"VIP석 60,000원 / R석 50,000원","임성진, 이주영, 장동호, 강지현, 장효정, 이상민, 양근석 등",,최광일,해당정보 없음,(주)두비컴뮤니케이션(제작),2020.06.03
PF121875,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121875,하늘아,뮤지컬,뮤지컬,True,2014.10.31(금) ~ 2015.05.31(일),열린극장,"화요일 ~ 금요일(20:00) / 토요일(16:00,19:00) / 일요일(15:00)",만 12세 이상,"전석 40,000원","장이주, 김송이, 박두수, 이나영, 송나영 등",,"이효숙, 박경식, 박민희 등",해당정보 없음,(주)가비천(제작),2020.06.05
PF121878,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121878,넌 특별하단다: 행복자의 Original,뮤지컬,뮤지컬,True,2015.01.07(수) ~ 2015.03.01(일),파랑새극장(구. 샘터파랑새극장) 1관,"수요일 ~ 금요일(14:00) / 토요일(11:00,13:00) / 일요일(12:00)",36개월 이상,"전석 25,000원",해당정보 없음,,홍경숙,해당정보 없음,아트컴퍼니 행복자(제작),2020.06.09
PF121882,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121882,딸기가 좋아 [대학로],뮤지컬,뮤지컬,True,2014.12.29(월) ~ 2015.03.29(일),소리아트홀 (폐관) 2관,"수요일 ~ 금요일(14:00) / 토요일 ~ 일요일(11:00,12:30)",24개월 이상,"전석 20,000원",해당정보 없음,,해당정보 없음,해당정보 없음,(주) 소리아트홀(제작),2020.06.09
PF121926,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121926,매직컬 알라딘,뮤지컬,뮤지컬,True,2014.11.28(금) ~ 2015.01.31(토),여우별씨어터(구. 내여페 The Stage) (폐관),"목요일(13:00) / 토요일(11:00,13:00)",전체 관람가,"전석 20,000원","이현정, 이은애, 김미진, 고병진, 차용환, 박광용, 최두일",,이현정,해당정보 없음,극단 내여페(제작),2020.06.08
PF121928,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121928,Cafe명동성당,뮤지컬,뮤지컬,True,2015.01.16(금) ~ 2015.02.15(일),브릭스씨어터 (구. 콘텐츠 그라운드 구. 브로드웨이아트홀 [3관]),"화요일 ~ 금요일(20:00) / 토요일(15:00,18:00) / 일요일(15:00)",만 7세 이상,"R석 40,000원 / S석 30,000원","고원석, 박세욱, 최예나, 김민지, 박정길, 김영경",,"리안, 방성창, 이재윤 등",해당정보 없음,(주)팀플레이예술기획(제작),2020.06.09
PF121929,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121929,도로시밴드,뮤지컬,뮤지컬,True,2014.12.27(토) ~ 2015.02.15(일),극장 온 (ON) (구.CJ아지트) 공연장,"화요일 ~ 목요일(20:00) / 토요일(15:00,18:00) / 일요일(14:00,17:00)",만 13세 이상,"R석 40,000원","지혜연, 이설, 정민, 홍종화, 이성환, 권오성, 한경수",,황두수,해당정보 없음,(주)네오프로덕션(제작),2020.06.09
PF121933,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121933,사랑은 비를 타고,뮤지컬,뮤지컬,True,2015.01.07(수) ~ 2015.02.28(토),상명아트홀 1관,"화요일 ~ 금요일(20:00) / 토요일(15:00,19:00) / 일요일(15:00)",만 7세 이상,"전석 45,000원","유현석, 김민수, 최성욱, 신윤철, 백민정, 김태령, 신준호 등",,"김용현, 전미현, 최창열 등",해당정보 없음,(주)팍스컬쳐(제작),2020.06.09
PF121950,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121950,드럼캣 시즌3: 사운드팩토리,뮤지컬,뮤지컬,True,2015.02.03(화) ~ 2015.12.20(일),명보아트홀 가온홀 (B3F),"월요일 ~ 화요일(17:00,20:00) / 목요일 ~ 일요일(17:00,20:00)",48개월 이상,"R석 50,000원 / S석 40,000원",해당정보 없음,,해당정보 없음,해당정보 없음,(주)명보아트홀(제작),2020.06.09
PF121951,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121951,오디션,뮤지컬,뮤지컬,True,2015.02.13(금) ~ 2015.03.15(일),예스24아트원(구.대학로아트원씨어터) 1관,"화요일 ~ 금요일(20:00) / 토요일(15:00,19:00) / 일요일(14:00,18:00)",만 13세 이상,"전석 50,000원","이창민, 김찬호, 정가희, 유환웅, 이화용, 장예찬, 황서현 등",,"박용전, 손승훈, 강대근 등",해당정보 없음,오픈런뮤지컬컴퍼니(제작),2020.06.10
PF121954,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121954,언제는 행복하지 않은 순간이 있었나요 [대구],뮤지컬,뮤지컬,True,2015.01.09(금) ~ 2015.03.31(화),문화예술전용극장CT,"화요일 ~ 금요일(19:30) / 토요일(15:00,18:30) / 일요일(15:00)",만 12세 이상,"일반 30,000원 / 청년 21,000원 / 중고생 20,000원",해당정보 없음,,김인성,해당정보 없음,극단 라임(제작),2020.06.09
PF121955,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121955,아보카토,뮤지컬,뮤지컬,True,2015.02.07(토) ~ 2015.02.15(일),예스24아트원(구.대학로아트원씨어터) 2관,"화요일 ~ 금요일(20:00) / 토요일(15:00,19:00) / 일요일(15:00)",만 13세 이상,"전석 45,000원","이규형, 홍지희, 김효연, 이기섭,",,"이성모, 이호정, 이진욱 등",해당정보 없음,엘에스엠컴퍼니(LSM Company)(제작),2020.06.09
PF121956,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121956,뽀로로 드림콘서트,뮤지컬,뮤지컬,True,2015.02.28(토) ~ 2015.03.01(일),제주문예회관 대극장,"토요일 ~ 일요일(11:00,14:00,16:00)",전체 관람가,"전석 35,000원",해당정보 없음,,해당정보 없음,해당정보 없음,유진M(구. EM미디어)(제작),2020.06.10
PF121965,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121965,눈의 여왕 [서울],뮤지컬,뮤지컬,True,2015.01.17(토) ~ 2015.01.25(일),소월아트홀 (성동문화회관),"월요일 ~ 금요일(10:15,11:20,13:00) / 토요일 ~ 일요일(11:00,14:00,16:00)",24개월 이상,"전석 30,000원",해당정보 없음,,해당정보 없음,해당정보 없음,극단 심인(제작),2020.06.09
PF121967,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121967,점프 [정동],뮤지컬,뮤지컬,True,2013.09.01(일) ~ 2015.05.31(일),경향아트힐 1관,"월요일(20:00) / 화요일 ~ 토요일(16:00,20:00) / 일요일(18:00)",36개월 이상,"VIP석 60,000원 / R석 50,000원 / S석 40,000원",해당정보 없음,,해당정보 없음,해당정보 없음,(주) 예감(제작),2015.08.04
PF121978,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF121978,꽃보다 슈퍼스타,뮤지컬,뮤지컬,True,2014.04.22(화) ~ 2020.09.30(수),대학로 마로니에소극장(플레이더씨어터),"토요일(15:00) / 일요일(14:00) / * 1월1일(수), 1월24일(금)~26일(일) 오후 1시, 3시, 5시 / * 1월27일(월) 오후 3시, 5시 / * 3월공연: 목요일 오후 5시 / 금요일 오후 3시, 5시 / 토요일 오후 3시, 5시, 7시 / 일요일 오후 2시, 4시 / * 4월공연: 목요일 오후 5시 / 금-토요일 오후 3시, 5시 / 일요일 오후 2시 / *5/5(화) 오후 3시 / *코로나로 인한 공연 중단기간 : 20.04.07~08,14~15,21~22,28~29, 05.05~06",만 7세 이상,"전석 40,000원","김다솔, 오선미, 정여은",,"김철준, 하유경, 이은정 등",해당정보 없음,히즈 프로덕션 (H.I.S. Production) (구. 바인프로덕션)(기획·제작),2021.07.22
